addr:country,addr:province,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:housenumber,addr:floor,addr:unit,addr:full,x,y,addr:TW:dataset,source
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,61號,5,,澎湖縣馬公市朝陽里29鄰三多路61號五樓,309061.444,2607960.144,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,61號,6,,澎湖縣馬公市朝陽里29鄰三多路61號六樓,309061.973,2607960.144,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,61號,7,,澎湖縣馬公市朝陽里29鄰三多路61號七樓,309061.708,2607960.409,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,61號,8,,澎湖縣馬公市朝陽里29鄰三多路61號八樓,309062.237,2607960.673,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,61號,9,,澎湖縣馬公市朝陽里29鄰三多路61號九樓,309072.35,2607958.13,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,62號,,,澎湖縣馬公市朝陽里31鄰三多路62號,309069.63,2608014.55,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,63號,,,澎湖縣馬公市朝陽里29鄰三多路63號,309065.099,2607987.329,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,65號,,,澎湖縣馬公市朝陽里29鄰三多路65號,309059.632,2607987.836,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,66號,,,澎湖縣馬公市朝陽里31鄰三多路66號,309064.84,2608016.21,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,67號,,,澎湖縣馬公市朝陽里29鄰三多路67號,309053.488,2607987.836,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,68號,,,澎湖縣馬公市朝陽里31鄰三多路68號,309060.04,2608018.28,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,69號,,,澎湖縣馬公市朝陽里29鄰三多路69號,309047.05,2607988.178,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,69號,2,,澎湖縣馬公市朝陽里29鄰三多路69號二樓,309047.05,2607988.178,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,29,三多路,69號,3,,澎湖縣馬公市朝陽里29鄰三多路69號三樓,309047.05,2607988.178,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,70號,,,澎湖縣馬公市朝陽里31鄰三多路70號,309055.71,2608020.94,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,72號,,,澎湖縣馬公市朝陽里31鄰三多路72號,309051.74,2608023.66,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,28,三多路,75之2號,,,澎湖縣馬公市朝陽里28鄰三多路75之2號,308997.729,2608004.196,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,28,三多路,75號,,1,澎湖縣馬公市朝陽里28鄰三多路75號之1,309018.785,2607994.415,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,76號,,,澎湖縣馬公市朝陽里31鄰三多路76號,309047.28,2608026.14,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,78號,,,澎湖縣馬公市朝陽里31鄰三多路78號,309042.89,2608028.8,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,80號,,,澎湖縣馬公市朝陽里31鄰三多路80號,309038.55,2608031.76,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,82號,,,澎湖縣馬公市朝陽里31鄰三多路82號,309034.33,2608034,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,86號,,,澎湖縣馬公市朝陽里31鄰三多路86號,309029.77,2608036.59,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,86之1號,,,澎湖縣馬公市朝陽里31鄰三多路86之1號,309034.62,2608051.83,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路,95號,,,澎湖縣馬公市朝陽里19鄰三多路95號,308914.175,2608027.361,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路,97號,,,澎湖縣馬公市朝陽里19鄰三多路97號,308911.304,2608024.543,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路,99號,,,澎湖縣馬公市朝陽里19鄰三多路99號,308908.39,2608029.04,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路,99號,2,,澎湖縣馬公市朝陽里19鄰三多路99號二樓,308908.39,2608029.04,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路107巷,7號,,,澎湖縣馬公市朝陽里19鄰三多路107巷7號,308891.261,2607998.436,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,109號,,,澎湖縣馬公市朝陽里17鄰三多路109號,308890.289,2608033.227,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,19,三多路,109之1號,,,澎湖縣馬公市朝陽里19鄰三多路109之1號,308900.478,2608033.358,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,111號,,,澎湖縣馬公市朝陽里17鄰三多路111號,308885.864,2608034.668,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,113號,,,澎湖縣馬公市朝陽里17鄰三多路113號,308881.953,2608036.727,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,115號,,,澎湖縣馬公市朝陽里17鄰三多路115號,308877.963,2608038.746,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,117號,,,澎湖縣馬公市朝陽里17鄰三多路117號,308871.25,2608042.079,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,118號,,,澎湖縣馬公市朝陽里31鄰三多路118號,309025.813,2608014.438,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,119號,,,澎湖縣馬公市朝陽里17鄰三多路119號,308867.442,2608043.828,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,120號,,,澎湖縣馬公市朝陽里31鄰三多路120號,309011.601,2608023.611,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,121號,,,澎湖縣馬公市朝陽里17鄰三多路121號,308862.914,2608045.989,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,122號,,,澎湖縣馬公市朝陽里31鄰三多路122號,309007.043,2608024.816,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,123號,,,澎湖縣馬公市朝陽里17鄰三多路123號,308858.798,2608047.945,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,124號,,,澎湖縣馬公市朝陽里31鄰三多路124號,309002.657,2608025.59,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,125號,,,澎湖縣馬公市朝陽里17鄰三多路125號,308847.58,2608054.943,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,126號,,,澎湖縣馬公市朝陽里31鄰三多路126號,308998.701,2608026.621,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,127號,,,澎湖縣馬公市朝陽里17鄰三多路127號,308842.846,2608057.001,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,128號,,,澎湖縣馬公市朝陽里31鄰三多路128號,308994.486,2608027.395,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,129號,,,澎湖縣馬公市朝陽里17鄰三多路129號,308836.209,2608060.457,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,130號,,,澎湖縣馬公市朝陽里31鄰三多路130號,308990.28,2608028.147,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,131號,,,澎湖縣馬公市朝陽里17鄰三多路131號,308831.907,2608062.77,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,132號,,,澎湖縣馬公市朝陽里31鄰三多路132號,308985.926,2608028.147,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,133號,,,澎湖縣馬公市朝陽里17鄰三多路133號,308827.024,2608064.797,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,,澎湖縣馬公市朝陽里31鄰三多路134號,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,1,澎湖縣馬公市朝陽里31鄰三多路134號之1,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,2,澎湖縣馬公市朝陽里31鄰三多路134號之2,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,3,澎湖縣馬公市朝陽里31鄰三多路134號之3,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,4,澎湖縣馬公市朝陽里31鄰三多路134號之4,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,5,澎湖縣馬公市朝陽里31鄰三多路134號之5,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,134號,,6,澎湖縣馬公市朝陽里31鄰三多路134號之6,308974.807,2608028.242,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,17,三多路,135號,,,澎湖縣馬公市朝陽里17鄰三多路135號,308820.539,2608068.354,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,,澎湖縣馬公市朝陽里31鄰三多路136號,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,2,澎湖縣馬公市朝陽里31鄰三多路136號之2,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,3,澎湖縣馬公市朝陽里31鄰三多路136號之3,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,4,澎湖縣馬公市朝陽里31鄰三多路136號之4,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,5,澎湖縣馬公市朝陽里31鄰三多路136號之5,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,31,三多路,136號,,6,澎湖縣馬公市朝陽里31鄰三多路136號之6,308966.363,2608027.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,137號,,,澎湖縣馬公市朝陽里7鄰三多路137號,308803.884,2608080.535,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,1號,,,澎湖縣馬公市朝陽里7鄰三多路139巷1號,308789.972,2608087.468,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,2號,,,澎湖縣馬公市朝陽里7鄰三多路139巷2號,308771.328,2608082.296,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,3號,,,澎湖縣馬公市朝陽里7鄰三多路139巷3號,308786.724,2608082.897,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,4號,,,澎湖縣馬公市朝陽里7鄰三多路139巷4號,308769.283,2608078.687,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,5號,,,澎湖縣馬公市朝陽里7鄰三多路139巷5號,308782.754,2608077.003,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路139巷,7號,,,澎湖縣馬公市朝陽里7鄰三多路139巷7號,308780.108,2608072.312,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,141號,,,澎湖縣馬公市朝陽里7鄰三多路141號,308780.389,2608090.63,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路,142號,,,澎湖縣馬公市朝陽里16鄰三多路142號,308930.264,2608041.008,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,143號,,,澎湖縣馬公市朝陽里7鄰三多路143號,308776.751,2608092.579,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路,144號,,,澎湖縣馬公市朝陽里16鄰三多路144號,308912.652,2608048.727,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,145號,,,澎湖縣馬公市朝陽里7鄰三多路145號,308773.46,2608095.22,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷,1號,,,澎湖縣馬公市朝陽里13鄰三多路146巷1號,308896.112,2608066.905,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷,3號,,,澎湖縣馬公市朝陽里13鄰三多路146巷3號,308899.481,2608070.257,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,4號,,,澎湖縣馬公市朝陽里16鄰三多路146巷4號,308915.343,2608057.377,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,1號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄1號,308906.753,2608081.973,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,2號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄2號,308901.553,2608083.978,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,3號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄3號,308896.228,2608086.797,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,4號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄4號,308891.154,2608089.303,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,5號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄5號,308885.42,2608092.058,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,6號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄6號,308879.911,2608094.601,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,7號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄7號,308873.768,2608098.202,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,8號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄8號,308867.306,2608101.909,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,9號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄9號,308860.421,2608105.193,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,10號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄10號,308852.986,2608108.444,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,11號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄11號,308846.617,2608111.33,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,12號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄12號,308838.992,2608097.475,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,13號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄13號,308845.225,2608094.201,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,14號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄14號,308851.774,2608090.926,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,15號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄15號,308857.69,2608087.545,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷5弄,16號,,,澎湖縣馬公市朝陽里13鄰三多路146巷5弄16號,308863.078,2608084.482,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,6號,,,澎湖縣馬公市朝陽里16鄰三多路146巷6號,308916.625,2608062.505,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,8號,,,澎湖縣馬公市朝陽里16鄰三多路146巷8號,308917.998,2608066.625,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,10號,,,澎湖縣馬公市朝陽里16鄰三多路146巷10號,308917.845,2608071.093,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,12號,,,澎湖縣馬公市朝陽里16鄰三多路146巷12號,308919.599,2608074.017,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷,13號,,,澎湖縣馬公市朝陽里13鄰三多路146巷13號,308911.211,2608091.284,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,14號,,,澎湖縣馬公市朝陽里16鄰三多路146巷14號,308921.549,2608077.819,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,1號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄1號,308905.916,2608095.668,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,2號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄2號,308912.197,2608109.127,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,3號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄3號,308899.904,2608098,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,4號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄4號,308904.57,2608112.805,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,5號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄5號,308893.354,2608101.051,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,6號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄6號,308898.199,2608116.215,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,7號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄7號,308887.074,2608103.653,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,8號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄8號,308891.201,2608118.638,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,9號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄9號,308880.792,2608106.076,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,10號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄10號,308882.856,2608122.407,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,11號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄11號,308874.152,2608109.844,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,12號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄12號,308875.319,2608125.278,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,13號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄13號,308867.422,2608112.626,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,14號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄14號,308867.692,2608128.867,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,15號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄15號,308860.423,2608115.856,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,16號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄16號,308859.168,2608132.277,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,17號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄17號,308851.989,2608119.984,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,18號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄18號,308852.976,2608137.571,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,19號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄19號,308842.91,2608124.263,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,20號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄20號,308849.563,2608138.949,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,21號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄21號,308837.394,2608126.778,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,22號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄22號,308846.48,2608140.409,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路146巷15弄,23號,,,澎湖縣馬公市朝陽里13鄰三多路146巷15弄23號,308829.189,2608130.013,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,24號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄24號,308843.006,2608141.929,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,26號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄26號,308839.457,2608143.45,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷15弄,28號,,,澎湖縣馬公市朝陽里12鄰三多路146巷15弄28號,308835.78,2608144.338,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,16號,,,澎湖縣馬公市朝陽里16鄰三多路146巷16號,308923.693,2608081.035,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,17號,,,澎湖縣馬公市朝陽里12鄰三多路146巷17號,308919.48,2608105.463,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,18號,,,澎湖縣馬公市朝陽里16鄰三多路146巷18號,308925.545,2608084.057,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,19號,,,澎湖縣馬公市朝陽里12鄰三多路146巷19號,308921.01,2608109.671,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,16,三多路146巷,20號,,,澎湖縣馬公市朝陽里16鄰三多路146巷20號,308926.91,2608087.274,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,21號,,,澎湖縣馬公市朝陽里12鄰三多路146巷21號,308924.357,2608112.826,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,23號,,,澎湖縣馬公市朝陽里12鄰三多路146巷23號,308926.269,2608116.651,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,25號,,,澎湖縣馬公市朝陽里12鄰三多路146巷25號,308927.894,2608120.571,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,27號,,,澎湖縣馬公市朝陽里12鄰三多路146巷27號,308929.806,2608124.587,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,29號,,,澎湖縣馬公市朝陽里12鄰三多路146巷29號,308932.197,2608128.317,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,31號,,,澎湖縣馬公市朝陽里12鄰三多路146巷31號,308934.205,2608132.045,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,12,三多路146巷,33號,,,澎湖縣馬公市朝陽里12鄰三多路146巷33號,308936.117,2608136.157,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,147號,,,澎湖縣馬公市朝陽里7鄰三多路147號,308769.734,2608096.606,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,148號,,,澎湖縣馬公市朝陽里13鄰三多路148號,308892.779,2608057,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,7,三多路,149號,,,澎湖縣馬公市朝陽里7鄰三多路149號,308769.734,2608097.776,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,150號,,,澎湖縣馬公市朝陽里13鄰三多路150號,308887.937,2608058.684,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,152號,,,澎湖縣馬公市朝陽里13鄰三多路152號,308884.78,2608061.21,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路154巷,1號,,,澎湖縣馬公市朝陽里13鄰三多路154巷1號,308876.457,2608077.832,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路154巷,2號,,,澎湖縣馬公市朝陽里13鄰三多路154巷2號,308879.355,2608081.227,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,156號,,,澎湖縣馬公市朝陽里13鄰三多路156號,308876.546,2608064.959,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,158號,,,澎湖縣馬公市朝陽里13鄰三多路158號,308872.663,2608066.721,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,160號,,,澎湖縣馬公市朝陽里13鄰三多路160號,308869.294,2608068.845,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,162號,,,澎湖縣馬公市朝陽里13鄰三多路162號,308865.412,2608070.529,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,164號,,,澎湖縣馬公市朝陽里13鄰三多路164號,308857.958,2608073.864,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,166號,,,澎湖縣馬公市朝陽里13鄰三多路166號,308852.889,2608076.577,170852,澎湖縣政府
TW,台灣省,澎湖縣,馬公市,朝陽里,13,三多路,168號,,,澎湖縣馬公市朝陽里13鄰三多路168號,308846.208,2608079.462,170852,澎湖縣政府
